numero_agencia;numero_conta_corrente;numero_digito_verificador;valor_pago_boleto_cobranca;year;month;day;type;codigo_identificacao_cliente;codigo_segmento;codigo_tipo_pessoa;numero_cadastro_nacional_pessoa_juridica
215;22437;8;10;2022;5;18;BONUS_COBRANCA;;;;
216;22438;0;10;2022;5;18;BONUS_COBRANCA;;;;
217;22439;4;10;2022;5;18;BONUS_COBRANCA;;;;
218;22440;1;10;2022;5;18;BONUS_COBRANCA;;;;
219;22441;0;10;2022;5;18;BONUS_COBRANCA;;;;
220;22442;6;10;2022;5;18;BONUS_COBRANCA;;;;
221;22443;8;10;2022;5;18;BONUS_COBRANCA;;;;
222;22444;0;10;2022;5;18;BONUS_COBRANCA;;;;
223;22445;2;10;2022;5;18;BONUS_COBRANCA;;;;
224;22446;8;10;2022;5;18;BONUS_COBRANCA;;;;
225;22447;4;10;2022;5;18;BONUS_COBRANCA;;;;
226;22448;7;10;2022;5;18;BONUS_COBRANCA;;;;
227;22449;4;10;2022;5;18;BONUS_COBRANCA;;;;
228;22450;4;10;2022;5;18;BONUS_COBRANCA;;;;
229;22451;2;10;2022;5;18;BONUS_COBRANCA;;;;
230;22452;5;10;2022;5;18;BONUS_COBRANCA;;;;
231;22453;6;10;2022;5;18;BONUS_COBRANCA;;;;
232;22454;6;10;2022;5;18;BONUS_COBRANCA;;;;
233;22455;2;10;2022;5;18;BONUS_COBRANCA;;;;
234;22456;1;10;2022;5;18;BONUS_COBRANCA;;;;
235;22457;6;10;2022;5;18;BONUS_COBRANCA;;;;
236;22458;4;10;2022;5;18;BONUS_COBRANCA;;;;
237;22459;4;10;2022;5;18;BONUS_COBRANCA;;;;
238;22460;1;10;2022;5;18;BONUS_COBRANCA;;;;
239;22461;7;10;2022;5;18;BONUS_COBRANCA;;;;
240;22462;8;10;2022;5;18;BONUS_COBRANCA;;;;
241;22463;8;10;2022;5;18;BONUS_COBRANCA;;;;
242;22464;8;10;2022;5;18;BONUS_COBRANCA;;;;
243;22465;4;10;2022;5;18;BONUS_COBRANCA;;;;
244;22466;5;10;2022;5;18;BONUS_COBRANCA;;;;
245;22467;0;10;2022;5;18;BONUS_COBRANCA;;;;
246;22468;1;10;2022;5;18;BONUS_COBRANCA;;;;
247;22469;6;10;2022;5;18;BONUS_COBRANCA;;;;
248;22470;5;10;2022;5;18;BONUS_COBRANCA;;;;
249;22471;6;10;2022;5;18;BONUS_COBRANCA;;;;
250;22472;6;10;2022;5;18;BONUS_COBRANCA;;;;
251;22473;1;10;2022;5;18;BONUS_COBRANCA;;;;
252;22474;8;10;2022;5;18;BONUS_COBRANCA;;;;
253;22475;4;10;2022;5;18;BONUS_COBRANCA;;;;
254;22476;9;10;2022;5;18;BONUS_COBRANCA;;;;
255;22477;9;10;2022;5;18;BONUS_COBRANCA;;;;
256;22478;4;10;2022;5;18;BONUS_COBRANCA;;;;
257;22479;3;10;2022;5;18;BONUS_COBRANCA;;;;
258;22480;8;10;2022;5;18;BONUS_COBRANCA;;;;
259;22481;9;10;2022;5;18;BONUS_COBRANCA;;;;
260;22482;7;10;2022;5;18;BONUS_COBRANCA;;;;
261;22483;4;10;2022;5;18;BONUS_COBRANCA;;;;
262;22484;6;10;2022;5;18;BONUS_COBRANCA;;;;
263;22485;2;10;2022;5;18;BONUS_COBRANCA;;;;
264;22486;0;10;2022;5;18;BONUS_COBRANCA;;;;
265;22487;7;10;2022;5;18;BONUS_COBRANCA;;;;
266;22488;4;10;2022;5;18;BONUS_COBRANCA;;;;
267;22489;2;10;2022;5;18;BONUS_COBRANCA;;;;
268;22490;2;10;2022;5;18;BONUS_COBRANCA;;;;
269;22491;9;10;2022;5;18;BONUS_COBRANCA;;;;
270;22492;6;10;2022;5;18;BONUS_COBRANCA;;;;
271;22493;8;10;2022;5;18;BONUS_COBRANCA;;;;
272;22494;6;10;2022;5;18;BONUS_COBRANCA;;;;
273;22495;4;10;2022;5;18;BONUS_COBRANCA;;;;
274;22496;4;10;2022;5;18;BONUS_COBRANCA;;;;
275;22497;2;10;2022;5;18;BONUS_COBRANCA;;;;
276;22498;8;10;2022;5;18;BONUS_COBRANCA;;;;
277;22499;1;10;2022;5;18;BONUS_COBRANCA;;;;
278;22500;4;10;2022;5;18;BONUS_COBRANCA;;;;
279;22501;4;10;2022;5;18;BONUS_COBRANCA;;;;
280;22502;2;10;2022;5;18;BONUS_COBRANCA;;;;
281;22503;6;10;2022;5;18;BONUS_COBRANCA;;;;
282;22504;5;10;2022;5;18;BONUS_COBRANCA;;;;
283;22505;1;10;2022;5;18;BONUS_COBRANCA;;;;
284;22506;2;10;2022;5;18;BONUS_COBRANCA;;;;
285;22507;8;10;2022;5;18;BONUS_COBRANCA;;;;
286;22508;6;10;2022;5;18;BONUS_COBRANCA;;;;
287;22509;6;10;2022;5;18;BONUS_COBRANCA;;;;
288;22510;2;10;2022;5;18;BONUS_COBRANCA;;;;
289;22511;3;10;2022;5;18;BONUS_COBRANCA;;;;
290;22512;6;10;2022;5;18;BONUS_COBRANCA;;;;
291;22513;1;10;2022;5;18;BONUS_COBRANCA;;;;
292;22514;0;10;2022;5;18;BONUS_COBRANCA;;;;
293;22515;6;10;2022;5;18;BONUS_COBRANCA;;;;
294;22516;0;10;2022;5;18;BONUS_COBRANCA;;;;
295;22517;8;10;2022;5;18;BONUS_COBRANCA;;;;
296;22518;8;10;2022;5;18;BONUS_COBRANCA;;;;
297;22519;2;10;2022;5;18;BONUS_COBRANCA;;;;
298;22520;1;10;2022;5;18;BONUS_COBRANCA;;;;
299;22521;9;10;2022;5;18;BONUS_COBRANCA;;;;
300;22522;8;10;2022;5;18;BONUS_COBRANCA;;;;
301;22523;9;10;2022;5;18;BONUS_COBRANCA;;;;
302;22524;6;10;2022;5;18;BONUS_COBRANCA;;;;
303;22525;5;10;2022;5;18;BONUS_COBRANCA;;;;
304;22526;2;10;2022;5;18;BONUS_COBRANCA;;;;
305;22527;6;10;2022;5;18;BONUS_COBRANCA;;;;
306;22528;1;10;2022;5;18;BONUS_COBRANCA;;;;
307;22529;8;10;2022;5;18;BONUS_COBRANCA;;;;
308;22530;5;10;2022;5;18;BONUS_COBRANCA;;;;
309;22531;6;10;2022;5;18;BONUS_COBRANCA;;;;
310;22532;8;10;2022;5;18;BONUS_COBRANCA;;;;
311;22533;1;10;2022;5;18;BONUS_COBRANCA;;;;
312;22534;5;10;2022;5;18;BONUS_COBRANCA;;;;
313;22535;0;10;2022;5;18;BONUS_COBRANCA;;;;
314;22536;5;10;2022;5;18;BONUS_COBRANCA;;;;
315;22537;5;10;2022;5;18;BONUS_COBRANCA;;;;
316;22538;8;10;2022;5;18;BONUS_COBRANCA;;;;
317;22539;0;10;2022;5;18;BONUS_COBRANCA;;;;
318;22540;4;10;2022;5;18;BONUS_COBRANCA;;;;
319;22541;1;10;2022;5;18;BONUS_COBRANCA;;;;
320;22542;6;10;2022;5;18;BONUS_COBRANCA;;;;
321;22543;0;10;2022;5;18;BONUS_COBRANCA;;;;
322;22544;6;10;2022;5;18;BONUS_COBRANCA;;;;
323;22545;6;10;2022;5;18;BONUS_COBRANCA;;;;
324;22546;0;10;2022;5;18;BONUS_COBRANCA;;;;
325;22547;4;10;2022;5;18;BONUS_COBRANCA;;;;
326;22548;4;10;2022;5;18;BONUS_COBRANCA;;;;
327;22549;5;10;2022;5;18;BONUS_COBRANCA;;;;
328;22550;3;10;2022;5;18;BONUS_COBRANCA;;;;
329;22551;4;10;2022;5;18;BONUS_COBRANCA;;;;
330;22552;9;10;2022;5;18;BONUS_COBRANCA;;;;
331;22553;8;10;2022;5;18;BONUS_COBRANCA;;;;
332;22554;5;10;2022;5;18;BONUS_COBRANCA;;;;
333;22555;6;10;2022;5;18;BONUS_COBRANCA;;;;
334;22556;1;10;2022;5;18;BONUS_COBRANCA;;;;
335;22557;7;10;2022;5;18;BONUS_COBRANCA;;;;
336;22558;3;10;2022;5;18;BONUS_COBRANCA;;;;
337;22559;4;10;2022;5;18;BONUS_COBRANCA;;;;
338;22560;3;10;2022;5;18;BONUS_COBRANCA;;;;
339;22561;2;10;2022;5;18;BONUS_COBRANCA;;;;
340;22562;0;10;2022;5;18;BONUS_COBRANCA;;;;
341;22563;3;10;2022;5;18;BONUS_COBRANCA;;;;
342;22564;0;10;2022;5;18;BONUS_COBRANCA;;;;
343;22565;0;10;2022;5;18;BONUS_COBRANCA;;;;
344;22566;5;10;2022;5;18;BONUS_COBRANCA;;;;
345;22567;9;10;2022;5;18;BONUS_COBRANCA;;;;
346;22568;3;10;2022;5;18;BONUS_COBRANCA;;;;
347;22569;2;10;2022;5;18;BONUS_COBRANCA;;;;
348;22570;7;10;2022;5;18;BONUS_COBRANCA;;;;
349;22571;7;10;2022;5;18;BONUS_COBRANCA;;;;
350;22572;0;10;2022;5;18;BONUS_COBRANCA;;;;
351;22573;2;10;2022;5;18;BONUS_COBRANCA;;;;
352;22574;0;10;2022;5;18;BONUS_COBRANCA;;;;
353;22575;7;10;2022;5;18;BONUS_COBRANCA;;;;
354;22576;6;10;2022;5;18;BONUS_COBRANCA;;;;
355;22577;5;10;2022;5;18;BONUS_COBRANCA;;;;
356;22578;2;10;2022;5;18;BONUS_COBRANCA;;;;
357;22579;2;10;2022;5;18;BONUS_COBRANCA;;;;
358;22580;4;10;2022;5;18;BONUS_COBRANCA;;;;
359;22581;8;10;2022;5;18;BONUS_COBRANCA;;;;
360;22582;7;10;2022;5;18;BONUS_COBRANCA;;;;
361;22583;4;10;2022;5;18;BONUS_COBRANCA;;;;
362;22584;3;10;2022;5;18;BONUS_COBRANCA;;;;
363;22585;7;10;2022;5;18;BONUS_COBRANCA;;;;
364;22586;4;10;2022;5;18;BONUS_COBRANCA;;;;
365;22587;6;10;2022;5;18;BONUS_COBRANCA;;;;
366;22588;8;10;2022;5;18;BONUS_COBRANCA;;;;
367;22589;1;10;2022;5;18;BONUS_COBRANCA;;;;
368;22590;3;10;2022;5;18;BONUS_COBRANCA;;;;
369;22591;1;10;2022;5;18;BONUS_COBRANCA;;;;
370;22592;0;10;2022;5;18;BONUS_COBRANCA;;;;
371;22593;7;10;2022;5;18;BONUS_COBRANCA;;;;
372;22594;2;10;2022;5;18;BONUS_COBRANCA;;;;
373;22595;2;10;2022;5;18;BONUS_COBRANCA;;;;
374;22596;4;10;2022;5;18;BONUS_COBRANCA;;;;
375;22597;4;10;2022;5;18;BONUS_COBRANCA;;;;
376;22598;2;10;2022;5;18;BONUS_COBRANCA;;;;
377;22599;3;10;2022;5;18;BONUS_COBRANCA;;;;
378;22600;5;10;2022;5;18;BONUS_COBRANCA;;;;
379;22601;8;10;2022;5;18;BONUS_COBRANCA;;;;
380;22602;0;10;2022;5;18;BONUS_COBRANCA;;;;
381;22603;0;10;2022;5;18;BONUS_COBRANCA;;;;
382;22604;4;10;2022;5;18;BONUS_COBRANCA;;;;
383;22605;7;10;2022;5;18;BONUS_COBRANCA;;;;
384;22606;6;10;2022;5;18;BONUS_COBRANCA;;;;
385;22607;6;10;2022;5;18;BONUS_COBRANCA;;;;
386;22608;3;10;2022;5;18;BONUS_COBRANCA;;;;
387;22609;4;10;2022;5;18;BONUS_COBRANCA;;;;
388;22610;7;10;2022;5;18;BONUS_COBRANCA;;;;
389;22611;5;10;2022;5;18;BONUS_COBRANCA;;;;
390;22612;0;10;2022;5;18;BONUS_COBRANCA;;;;
391;22613;5;10;2022;5;18;BONUS_COBRANCA;;;;
392;22614;7;10;2022;5;18;BONUS_COBRANCA;;;;
393;22615;2;10;2022;5;18;BONUS_COBRANCA;;;;
394;22616;8;10;2022;5;18;BONUS_COBRANCA;;;;
395;22617;9;10;2022;5;18;BONUS_COBRANCA;;;;
396;22618;4;10;2022;5;18;BONUS_COBRANCA;;;;
397;22619;9;10;2022;5;18;BONUS_COBRANCA;;;;
398;22620;0;10;2022;5;18;BONUS_COBRANCA;;;;
399;22621;6;10;2022;5;18;BONUS_COBRANCA;;;;
400;22622;9;10;2022;5;18;BONUS_COBRANCA;;;;
401;22623;8;10;2022;5;18;BONUS_COBRANCA;;;;
402;22624;4;10;2022;5;18;BONUS_COBRANCA;;;;
403;22625;3;10;2022;5;18;BONUS_COBRANCA;;;;
404;22626;8;10;2022;5;18;BONUS_COBRANCA;;;;
405;22627;7;10;2022;5;18;BONUS_COBRANCA;;;;
406;22628;1;10;2022;5;18;BONUS_COBRANCA;;;;
407;22629;6;10;2022;5;18;BONUS_COBRANCA;;;;
408;22630;0;10;2022;5;18;BONUS_COBRANCA;;;;
409;22631;4;10;2022;5;18;BONUS_COBRANCA;;;;
410;22632;6;10;2022;5;18;BONUS_COBRANCA;;;;
411;22633;8;10;2022;5;18;BONUS_COBRANCA;;;;
412;22634;0;10;2022;5;18;BONUS_COBRANCA;;;;
413;22635;8;10;2022;5;18;BONUS_COBRANCA;;;;
414;22636;8;10;2022;5;18;BONUS_COBRANCA;;;;
415;22637;4;10;2022;5;18;BONUS_COBRANCA;;;;
416;22638;9;10;2022;5;18;BONUS_COBRANCA;;;;
417;22639;2;10;2022;5;18;BONUS_COBRANCA;;;;
418;22640;0;10;2022;5;18;BONUS_COBRANCA;;;;
419;22641;6;10;2022;5;18;BONUS_COBRANCA;;;;
420;22642;0;10;2022;5;18;BONUS_COBRANCA;;;;
421;22643;1;10;2022;5;18;BONUS_COBRANCA;;;;
422;22644;5;10;2022;5;18;BONUS_COBRANCA;;;;
423;22645;7;10;2022;5;18;BONUS_COBRANCA;;;;
424;22646;8;10;2022;5;18;BONUS_COBRANCA;;;;
425;22647;1;10;2022;5;18;BONUS_COBRANCA;;;;
426;22648;1;10;2022;5;18;BONUS_COBRANCA;;;;
427;22649;0;10;2022;5;18;BONUS_COBRANCA;;;;
428;22650;7;10;2022;5;18;BONUS_COBRANCA;;;;
429;22651;6;10;2022;5;18;BONUS_COBRANCA;;;;
430;22652;5;10;2022;5;18;BONUS_COBRANCA;;;;
